id,name,birthdate,deathdate
3801,Jim Varney,1949-06-15,2000-02-10
3802,Jimi Hendrix,1942-11-27,1970-09-18
3803,Jimi Mistry,,
3804,Jimmy Bennett,1996-02-09,
3805,Jimmy Fallon,1974-09-19,
3806,Jimmy Hayward,,
3807,Jimmy Jean-Louis,1968-08-08,
3808,Jimmy Nail,1954-03-16,
3809,Jimmy Shergill,1970-12-03,
3810,Jimmy Shubert,,
3811,Jimmy Smits,1955-07-09,
3812,Jin Akanishi,1984-07-04,
3813,Jirí Menzel,1938-02-23,
3814,Jizelle Jade,1995-03-08,
3815,JJ Feild,1978-04-01,
3816,JK Youn,,
3817,Jo Hartley,1972-03-12,
3818,Jo Prestia,1960-06-05,
3819,Joachim Rønning,1972-05-30,
3820,Joan Allen,1956-08-20,
3821,Joan Baez,1941-01-09,
3822,Joan Chen,1961-04-26,
3823,Joan Fontaine,1917-10-22,2013-12-15
3824,Joan Plowright,1929-10-28,
3825,Joan Rivers,1933-06-08,2014-09-04
3826,Joanna 'JoJo' Levesque,1990-12-20,
3827,Joanna Cassidy,1945-08-02,
3828,JoAnna Garcia Swisher,1979-08-10,
3829,Joanna Kulig,1982-06-24,
3830,Joanna Lumley,1946-05-01,
3831,Joanne Samuel,1957-08-05,
3832,Joanne Whalley,1961-08-25,
3833,Joaquim de Almeida,1957-03-15,
3834,Joaquín Cosio,,
3835,JoBeth Williams,1948-12-06,
3836,Joby Harold,,
3837,Jodi Benson,1961-10-10,
3838,Jodi Lyn O'Keefe,1978-10-10,
3839,Jodie Foster,1962-11-19,
3840,Jodie Whittaker,,
3841,Jody Hill,,
3842,Joe Armstrong,1978-10-07,
3843,Joe Berlinger,1961-10-30,
3844,Joe Bishop,1907-11-27,1976-05-12
3845,Joe Camp,1939-04-20,
3846,Joe Carnahan,1969-05-09,
3847,Joe Cassidy,,
3848,Joe Chappelle,,
3849,Joe Charbanic,,
3850,Joe Cocker,1944-05-20,2014-12-22
3851,Joe Coffey,,
3852,Joe Cole,1988-11-28,
3853,Joe Cornish,1968-12-20,
3854,Joe Cross,,
3855,Joe Dante,1946-11-28,
3856,Joe Dinicol,1983-12-22,
3857,Joe Don Baker,1936-02-12,
3858,Joe E. Brown,1892-07-28,1973-07-06
3859,Joe Egan,,
3860,Joe Estevez,1946-02-13,
3861,Joe Flaherty,1941-06-21,
3862,Joe Howard,1948-11-24,
3863,Joe Johnston,1950-05-13,
3864,Joe Kenemore,,
3865,Joe Komara,,
3866,Joe Lev,1981-02-17,
3867,Joe Lo Truglio,1970-12-02,
3868,Joe Mantegna,1947-11-13,
3869,Joe Marino,,
3870,Joe McQueen,1976-02-01,
3871,Joe Morton,1947-10-18,
3872,Joe Nussbaum,1973-01-10,
3873,Joe Ochman,1954-08-24,
3874,Joe Pingue,,
3875,Joe Pytka,1938-11-04,
3876,Joe Roth,,
3877,Joe Simpson,,
3878,Joe Spinell,1936-10-28,1989-01-13
3879,Joe Swanberg,1981-08-31,
3880,Joe Turkel,1927-07-15,
3881,Joe Viterelli,1937-03-10,2004-01-28
3882,Joe Wright,,
3883,Joel Anderson,,
3884,Joel Coen,1954-11-29,
3885,Joel Courtney,1996-01-31,
3886,Joel David Moore,1977-09-25,
3887,Joel Edgerton,1974-06-23,
3888,Joel Fuhrman,,
3889,Joel Gallen,,
3890,Joel McHale,1971-11-20,
3891,Joel Moody,,
3892,Joel Murray,,
3893,Joel Paul Reisig,1984-02-02,
3894,Joel Schumacher,1939-08-29,
3895,Joel Zwick,1942-01-11,
3896,Joely Richardson,1965-01-09,
3897,Joey D. Vieira,1944-04-08,
3898,Joey Fatone,1977-01-28,
3899,Joey Lauren Adams,1968-01-09,
3900,Joey Lawrence,1976-04-20,
3901,Joey Slotnick,1968-10-02,
3902,Joffre Soares,1918-09-21,1996-08-19
3903,Johanna Braddy,1987-08-30,
3904,Johanna Mørck,,
3905,Johanna Schwartz,,
3906,Johanna Wokalek,1975-03-03,
3907,Johannes Silberschneider,1958-12-13,
3908,John 'Bud' Cardos,,
3909,John A. Davis,,
3910,John Abraham,1972-12-17,
3911,John Amos,1939-12-27,
3912,John Amplas,1949-06-23,
3913,John Arcilla,,
3914,John Ashton,1948-02-22,
3915,John Astin,1930-03-30,
3916,John August,1970-08-04,
3917,John Aylward,1946-11-07,
3918,John Badham,1939-08-25,
3919,John Bailey,1942-08-10,
3920,John Beasley,1943-06-26,
3921,John Beck,,
3922,John Bell,,
3923,John Belushi,1949-01-24,1982-03-05
3924,John Billingsley,1960-05-20,
3925,John Blanchard,,
3926,John Bonito,,
3927,John Boorman,1933-01-18,
3928,John Boyega,1992-03-17,
3929,John Brodsky,,
3930,John Buffalo Mailer,1978-04-16,
3931,John Cameron Mitchell,1963-04-21,
3932,John Carl Buechler,,
3933,John Carney,,
3934,John Carpenter,1948-01-16,
3935,John Carradine,1906-02-05,1988-11-27
3936,John Cassavetes,1929-12-09,1989-02-03
3937,John Castle,,
3938,John Colicos,1928-12-10,2000-03-06
3939,John Considine,1935-01-02,
3940,John Cornell,,
3941,John Cothran,1947-10-31,
3942,John Cromwell,1886-12-23,1979-09-26
3943,John Crowley,,
3944,John Curran,1960-09-11,
3945,John D. Hancock,1939-02-12,
3946,John D'Leo,1995-07-08,
3947,John Dahl,,
3948,John de Lancie,1948-03-20,
3949,John DeSantis,,
3950,John Diehl,1950-05-01,
3951,John Doe,1962-11-12,2006-08-27
3952,John Doman,1945-01-09,
3953,John Duigan,1949-06-19,
3954,John Eng,,
3955,John Enos III,1962-06-12,
3956,John Erick Dowdle,1972-12-21,
3957,John F. Kennedy,1969-11-10,
3958,John Fiedler,1925-02-03,2005-06-25
3959,John Ford,1894-02-01,1973-08-31
3960,John Forsythe,1918-01-29,2010-04-01
3961,John Fortenberry,,
3962,John Francis Daley,1914-02-20,1991-02-24
3963,John Frankenheimer,1930-02-19,2002-07-06
3964,John G. Avildsen,1935-12-21,
3965,John Gallagher Jr.,1984-06-17,
3966,John Garfield,1913-03-04,1952-05-21
3967,John Gatins,,
3968,John Gavin,1953-12-09,
3969,John Gielgud,1904-04-14,2000-05-21
3970,John Gilbert,,
3971,John Glen,1932-05-15,
3972,John Glover,1944-08-07,
3973,John Gray,,
3974,John Guillermin,1925-11-11,2015-09-27
3975,John Gulager,1957-12-19,
3976,John H. Lee,,
3977,John Hamburg,1970-05-26,
3978,John Heard,1945-03-07,
3979,John Henshaw,,
3980,John Hensley,1965-08-26,
3981,John Herzfeld,,
3982,John Hillcoat,,
3983,John Hillerman,1932-12-20,
3984,John Hodgman,,
3985,John Hoffman,,
3986,John Howard,1952-10-22,
3987,John Huston,1906-08-05,1987-08-28
3988,John Ireland,1914-01-30,1992-03-21
3989,John Jarratt,1951-08-05,
3990,John Kapelos,1956-03-08,
3991,John Karyus,1975-09-03,
3992,John Lafia,,
3993,John Laing,,
3994,John Landis,1950-08-03,
3995,John Larroquette,1947-11-25,
3996,John Lasseter,1957-01-12,
3997,John Lee Hancock,1956-12-15,
3998,John Light,1972-09-28,
3999,John Lone,1952-10-13,
4000,John Lucas,1919-05-01,2002-10-19
4001,John Luessenhop,,
4002,John Lynch,1963-08-01,
4003,John Lyons,,
4004,John Maclean,,
4005,John Macmillan,,
4006,John Madden,1936-04-10,
4007,John Mahoney,1940-06-20,
4008,John Maybury,,
4009,John McGiver,1913-11-05,1975-09-09
4010,John McGlothlin,,
4011,John McMartin,1929-08-21,2016-07-06
4012,John McNaughton,1950-01-13,
4013,John McTiernan,1951-01-08,
4014,John Meillon,1934-05-01,1989-08-10
4015,John Michael Higgins,1963-02-12,
4016,John Michael McDonagh,,
4017,John Milius,1944-04-11,
4018,John Moore,1988-01-15,
4019,John Murlowski,,
4020,John Neville,1925-05-02,2011-11-19
4021,John Newton,1948-09-26,
4022,John Ottman,1964-07-06,
4023,John Pasquin,1945-06-08,
4024,John Patrick Amedori,1987-04-20,
4025,John Patrick Shanley,1950-10-03,
4026,John Polson,1910-05-22,1985-10-12
4027,John Putch,1961-07-27,
4028,John R. Leonetti,1956-07-04,
4029,John Ralston,1964-10-09,
4030,John Randolph,1920-04-02,1982-12-23
4031,John Ratzenberger,1947-04-06,
4032,John Reardon,1938-07-08,
4033,John Reeves,,
4034,John Reinhardt,1885-03-11,
4035,John Robinson,,
4036,John Savage,1949-08-25,
4037,John Saxon,1935-08-05,
4038,John Sayles,1950-09-28,
4039,John Schlesinger,1926-02-16,2003-07-25
4040,John Schultz,,
4041,John Sessions,1953-01-11,
4042,John Simm,,
4043,John Simpson,,
4044,John Singleton,1968-01-06,
4045,John Sparkes,1954-01-09,
4046,John Stainton,,
4047,John Stamos,1963-08-19,
4048,John Stephenson,1923-08-09,2015-05-15
4049,John Stockwell,1961-03-25,
4050,John Sturges,1910-01-03,1992-08-18
4051,John Topor,1967-06-09,
4052,John Turturro,1957-02-28,
4053,John Vernon,1932-02-24,2005-02-01
4054,John Waters,1946-04-22,
4055,John Wells,1956-05-28,
4056,John Whitesell,,
4057,John Witherspoon,1942-01-27,
4058,John Woo,1946-09-23,
4059,John Wood,1946-07-14,
4060,Johnathan Hurley,,
4061,Johnnie To,1955-04-22,
4062,Johnnie Walker,1894-01-07,1949-12-05
4063,Johnny Amaro,,
4064,Johnny Cannizzaro,,
4065,Johnny Depp,1963-06-09,
4066,Johnny Flynn,1983-03-14,
4067,Johnny Harris,,
4068,Johnny Lever,1950-01-07,
4069,Johnny Lewis,1983-10-29,2012-09-26
4070,Johnny Messner,1970-04-11,
4071,Johnny Nguyen,,
4072,Johnny Pacar,1981-06-06,
4073,Johnny Remo,,
4074,Johnny Walter,,
4075,Johnny Whitworth,1975-10-31,
4076,Joie Lee,1926-10-31,
4077,Jon Amiel,1948-05-20,
4078,Jon Avnet,1949-11-17,
4079,Jon Brion,1963-12-11,
4080,Jon Cassar,1958-04-27,
4081,Jon Favreau,1966-10-19,
4082,Jon Foo,1982-10-30,
4083,Jon Foster,,
4084,Jon Gries,1957-06-17,
4085,Jon Gunn,1973-06-30,
4086,Jon Hamm,1971-03-10,
4087,Jon Heder,1977-10-26,
4088,Jon Hess,,
4089,Jon Hunter,,
4090,Jon Hurwitz,1977-11-15,
4091,Jon Kasdan,1979-09-30,
4092,Jon Knautz,1979-12-25,
4093,Jon Lovitz,1957-07-21,
4094,Jon Lucas,,
4095,Jon M. Chu,1912-09-21,2002-02-22
4096,Jon Mack,,
4097,Jon Osbeck,,
4098,Jon Polito,1950-12-29,2016-09-01
4099,Jon Poll,,
4100,Jon Seda,1970-10-14,
4101,Jon Shear,,
4102,Jon Stewart,1962-11-28,
4103,Jon Tenney,1961-12-16,
4104,Jon Turteltaub,1963-08-08,
4105,Jon Wright,1963-12-11,
4106,Jonah Bobo,1997-01-24,
4107,Jonas Åkerlund,1965-11-10,
4108,Jonas Elmer,1966-03-14,
4109,Jonathan Blow,,
4110,Jonathan Brandis,1976-04-13,2003-11-12
4111,Jonathan Breck,1965-02-17,
4112,Jonathan Brewer,,
4113,Jonathan Caouette,1972-11-26,
4114,Jonathan Crombie,1966-10-12,2015-04-15
4115,Jonathan D. Mellor,,
4116,Jonathan Dayton,1957-07-07,
4117,Jonathan Demme,1944-02-22,
4118,Jonathan English,,
4119,Jonathan Frakes,1952-08-19,
4120,Jonathan Glazer,1965-03-26,
4121,Jonathan Hensleigh,1959-02-13,
4122,Jonathan Hyde,1948-05-21,
4123,Jonathan Jackson,1982-05-11,
4124,Jonathan Jakubowicz,1978-01-29,
4125,Jonathan Kaplan,1947-11-25,
4126,Jonathan Kesselman,,
4127,Jonathan Levine,,
4128,Jonathan Liebesman,1976-09-15,
4129,Jonathan Lynn,1943-04-03,
4130,Jonathan Mangum,1971-01-16,
4131,Jonathan Meyers,1977-07-27,
4132,Jonathan Morgan Heit,2000-07-16,
4133,Jonathan Mostow,1961-11-28,
4134,Jonathan Newman,1972-09-01,
4135,Jonathan Parker,,
4136,Jonathan Sadowski,1979-11-23,
4137,Jonathan Silverman,1966-08-05,
4138,Jonathan Teplitzky,,
4139,Jonathan Tucker,1982-05-31,
4140,Jonathan Wacks,,
4141,Jonathan Winters,1925-11-11,2013-04-11
4142,Jonathon Trent,1984-06-05,
4143,Jonny Weston,,
4144,Joon-ho Bong,1969-09-14,
4145,Jordan Bridges,1973-11-13,
4146,Jordan Carlos,,
4147,Jordan Lund,1957-05-07,
4148,Jordan Prentice,1973-01-30,
4149,Jordan Scovel,,
4150,Jordan Trovillion,,
4151,Jordana Brewster,1980-04-26,
4152,Jordana Spiro,1977-04-12,
4153,Jordi Mollà,1968-07-01,
4154,Jordi Vilasuso,1981-06-15,
4155,Jorge Blanco,,
4156,Jorge Diaz,,
4157,Jorge Gaggero,,
4158,Jorge Garcia,1973-04-28,
4159,Jorge Luis Moreno,1981-12-19,
4160,Jorge R. Gutiérrez,,
4161,Jorge Ramírez Suárez,,
4162,Jorge Salinas,1968-07-27,
4163,Jørgen Langhelle,1965-08-18,
4164,Jorja Fox,1968-07-07,
4165,Jorma Taccone,1977-03-19,
4166,José Ferrer,1955-02-07,2017-01-19
4167,José Luis Valenzuela,,
4168,José Manuel Orozco Angulo,,
4169,Jose Pablo Cantillo,1979-03-30,
4170,José Padilha,1967-08-01,
4171,José Wilker,1946-08-20,2014-04-05
4172,Joseba Ugalde,,
4173,Josef Rusnak,,
4174,Joseph Campanella,1924-11-21,
4175,Joseph Cotten,1905-05-15,1994-02-06
4176,Joseph Cross,1986-05-28,
4177,Joseph Dorman,,
4178,Joseph Gilgun,1984-03-09,
4179,Joseph Gordon-Levitt,1981-02-17,
4180,Joseph Green,,
4181,Joseph Julian Soria,,
4182,Joseph Kahn,1972-10-12,
4183,Joseph Kaiser,1977-10-14,
4184,Joseph Kosinski,1974-05-03,
4185,Joseph L. Mankiewicz,1909-02-11,1993-02-05
4186,Joseph Mascolo,1929-03-13,2016-12-08
4187,Joseph Mawle,1974-03-21,
4188,Joseph Mazzella,1983-09-21,
4189,Joseph Pilato,1949-03-16,
4190,Joseph Ruben,1950-05-10,
4191,Joseph Sargent,1925-07-22,2014-12-22
4192,Joseph Sikora,,
4193,Joseph Zito,1946-05-14,
4194,Josh Boone,1979-04-05,
4195,Josh Charles,1971-09-15,
4196,Josh Gad,1981-02-23,
4197,Josh Gordon,,
4198,Josh Hamilton,1969-06-09,
4199,Josh Henderson,1981-10-25,
4200,Josh Hopkins,1970-09-12,
4201,Josh Hutcherson,1992-10-12,
4202,Josh Meyers,1976-01-08,
4203,Josh Pais,1964-06-21,
4204,Josh Robert Thompson,1975-03-11,
4205,Josh Schwartz,1976-08-06,
4206,Josh Segarra,1986-06-03,
4207,Josh Stamberg,1970-01-04,
4208,Josh Swanson,,
4209,Josh Trank,1984-02-19,
4210,Josh Wingate,,
4211,Josh Zuckerman,1985-04-01,
4212,Joshua Leonard,1975-06-17,
4213,Joshua Logan,1908-10-05,1988-07-12
4214,Joshua Marston,1968-08-13,
4215,Joshua Michael Stern,,
4216,Joshua Mikel,,
4217,Joshua Oppenheimer,1974-09-23,
4218,Joshua Ormond,,
4219,Joshua Ray Bell,1981-08-27,
4220,Joshua Seftel,1968-07-17,
4221,Joshua Tickell,,
4222,Josie Ho,1974-12-26,
4223,Josie Loren,1987-03-19,
4224,Joss Ackland,1928-02-29,
4225,Joss Whedon,1964-06-23,
4226,Jossara Jinaro,1973-05-25,
4227,Joy Bryant,1974-10-18,
4228,Joyce Randolph,1924-10-21,
4229,Joyce Van Patten,1934-03-09,
4230,Joyful Drake,1976-09-24,
4231,JR Bourne,1970-04-08,
4232,Jsu Garcia,1963-10-06,
4233,Juan Carlos Fresnadillo,1967-12-05,
4234,Juan Carlos Montoya,1974-10-14,
4235,Juan Fernández,,
4236,Juan José Campanella,1959-07-19,
4237,Juan Luis Galiardo,1940-03-02,2012-06-22
4238,Juan Riedinger,1981-02-27,
4239,Jud Tylor,1979-03-24,
4240,Judd Apatow,1967-12-06,
4241,Judd Hirsch,1935-03-15,
4242,Jude Ciccolella,,
4243,Judge Reinhold,1957-05-21,
4244,Judie Aronson,1964-06-07,
4245,Judith Anderson,1897-02-10,1992-01-03
4246,Judith Barsi,1978-06-06,1988-07-25
4247,Judith Chapman,1951-11-15,
4248,Judith Godrèche,1972-03-23,
4249,Judith Hill,,
4250,Judith O'Dea,1945-04-20,
4251,Judy Davis,1955-04-23,
4252,Judy Greer,1975-07-20,
4253,Judy Marte,1983-04-12,
4254,Jugal Hansraj,1972-07-26,
4255,Juhi Chawla,1967-11-13,
4256,Julene Renee,,
4257,Julia Duffy,1951-06-27,
4258,Julia Garner,,
4259,Julia Jentsch,1978-02-20,
4260,Julia Jones,1923-03-27,2015-10-09
4261,Julia Nickson,1958-09-11,
4262,Julia Ormond,1965-01-04,
4263,Julia Roberts,1967-10-28,
4264,Julia Sawalha,1968-09-09,
4265,Julia Taylor Ross,,
4266,Julian Fellowes,1949-08-17,
4267,Julian Gilbey,,
4268,Julian Glover,1935-03-27,
4269,Julian Jarrold,1960-05-15,
4270,Julian Kostov,,
4271,Julian Morris,1983-01-13,
4272,Julian Richings,1955-09-08,
4273,Julian Sands,1958-01-04,
4274,Julian Schnabel,1951-10-26,
4275,Juliane Köhler,1965-08-06,
4276,Julianna Guill,1987-07-07,
4277,Julianna Pitt,1984-05-17,
4278,Julianne Gabert,,
4279,Julie Adams,1926-10-17,
4280,Julie Anne Robinson,,
4281,Julie Benz,1972-05-01,
4282,Julie Christie,1941-04-14,
4283,Julie Davis,,
4284,Julie Dawn Cole,1957-10-26,
4285,Julie Engelbrecht,1984-06-30,
4286,Julie Gonzalo,1981-09-09,
4287,Julie Kavner,1950-09-07,
4288,Julie LeBreton,,
4289,Julie R. Ølgaard,1981-09-29,
4290,Julie Taymor,1952-12-15,
4291,Julie Walters,1950-02-22,
4292,Julie-Marie Parmentier,1981-06-13,
4293,Julien Temple,1953-11-26,
4294,Juliet Stevenson,1956-10-30,
4295,Julio DePietro,,
4296,Jun Falkenstein,1969-05-07,
4297,Jun Kunimura,1955-11-16,
4298,June Carter Cash,1929-06-23,2003-05-15
4299,June Diane Raphael,1980-01-04,
4300,June Foray,1917-09-18,
4301,June Lockhart,1925-06-25,
4302,June Squibb,1929-11-06,
4303,Jung-jae Lee,1973-03-15,
4304,Jung-min Hwang,1970-09-01,
4305,Junix Inocian,1951-03-17,2015-06-13
4306,Juraj Jakubisko,1938-04-30,
4307,Jürgen Prochnow,1941-06-10,
4308,Jurnee Smollett-Bell,1986-10-01,
4309,Justin Baldoni,1984-01-24,
4310,Justin Chadwick,1968-12-01,
4311,Justin Chambers,1970-07-11,
4312,Justin Chon,1981-05-29,
4313,Justin Dillon,,
4314,Justin Edward Seale,,
4315,Justin Fletcher,1970-06-15,
4316,Justin Gordon,,
4317,Justin Hall,,
4318,Justin Kerrigan,,
4319,Justin Kirk,1969-05-28,
4320,Justin Lin,1973-10-11,
4321,Justin Molotnikov,,
4322,Justin Paul Miller,,
4323,Justin Pierce,1975-03-21,2000-07-10
4324,Justin Rice,,
4325,Justin Theroux,1971-08-10,
4326,Justin Thomas Ostensen,,
4327,Justin Timberlake,1981-01-31,
4328,Justin Tipping,,
4329,Justin Zackham,,
4330,Justine Waddell,1975-11-04,
4331,K. King,1948-12-21,
4332,Kabir Bedi,1946-01-16,
4333,Kabir Sadanand,,
4334,Kacey Clarke,1988-01-14,
4335,Kad Merad,1964-03-27,
4336,KaDee Strickland,1975-12-14,
4337,Kaige Chen,1952-08-12,
4338,Kaitlin Olson,1975-08-18,
4339,Kaitlyn Dever,1996-12-21,
4340,Kaiwi Lyman-Mersereau,,
4341,Kali Rocha,1971-12-05,
4342,Kalim Chandler,,
4343,Kamatari Fujiwara,1905-01-15,1985-12-21
4344,Kamel Krifa,,
4345,Kamil McFadden,,
4346,Kane Hodder,1955-04-08,
4347,Kang-ho Song,1967-01-17,
4348,Kar-Wai Wong,1956-07-17,
4349,Kara Hayward,1998-11-17,
4350,Karan Brar,1999-01-18,
4351,Karan Johar,1972-05-25,
4352,Karen Alexander,,
4353,Karen Allen,1951-10-05,
4354,Karen Mok,1970-06-02,
4355,Karen Moncrieff,1963-12-20,
4356,Karen Pittman,,
4357,Karen Young,,
4358,Karey Kirkpatrick,1964-12-14,
4359,Kari J. Kramer,,
4360,Kari Matchett,1970-03-25,
4361,Kari Skogland,,
4362,Kari Wuhrer,1967-04-28,
4363,Karim Aïnouz,1966-01-17,
4364,Karin Dor,1938-02-22,
4365,Karin Konoval,,
4366,Karin Viard,1966-01-24,
4367,Karisma Kapoor,1974-06-25,
4368,Karl Collins,,
4369,Karl E. Landler,1980-03-28,
4370,Karl Johnson,1948-03-01,
4371,Karl Malden,1912-03-22,2009-07-01
4372,Karl Yune,1975-04-16,
4373,Karolina Wydra,1981-03-05,
4374,Karra Elejalde,1960-10-10,
4375,Karyn Kusama,1968-03-21,
4376,Kasi Lemmons,1961-02-24,
4377,Kasia Smutniak,1979-08-13,
4378,Kassie Wesley DePaiva,1961-03-21,
4379,Kat Coiro,,
4380,Kate Ashfield,1972-05-28,
4381,Kate Barker-Froyland,,
4382,Kate Burton,1957-09-10,
4383,Kate Capshaw,1953-11-03,
4384,Kate Connor,,
4385,Kate del Castillo,1972-10-23,
4386,Kate Dickie,,
4387,Kate Dollenmayer,,
4388,Kate Flannery,1964-06-10,
4389,Kate Graham,1989-09-05,
4390,Kate Harbour,1971-04-15,
4391,Kate Higgins,1969-08-16,
4392,Kate Luyben,1972-06-30,
4393,Kate Maberly,1982-03-14,
4394,Kate Magowan,1975-06-01,
4395,Kate McKinnon,1984-01-06,
4396,Kate Upton,1992-06-10,
4397,Kate Walsh,1967-10-13,
4398,Kate Winslet,1975-10-05,
4399,Kath Soucie,1953-11-18,
4400,Katharina Schüttler,1979-10-20,
4401,Katharine Isabelle,1981-11-02,
4402,Katharine McPhee,1984-03-25,
4403,Katharine Ross,1940-01-29,
4404,Katherine Boecher,1981-08-10,
4405,Katherine Brooks,,
4406,Katherine Dieckmann,,
4407,Katherine Helmond,1929-07-05,
4408,Katherine Kelly Lang,1961-07-25,
4409,Katherine LaNasa,1966-12-01,
4410,Katherine McNamara,1995-11-22,
4411,Katherine Parkinson,,
4412,Katherine Waterston,1980-03-03,
4413,Kathleen Freeman,,
4414,Kathleen Kinmont,1965-02-03,
4415,Kathleen Munroe,1982-04-09,
4416,Kathleen Quinlan,1954-11-19,
4417,Kathleen Robertson,1973-07-08,
4418,Kathleen Rose Perkins,1974-11-15,
4419,Kathleen Turner,1954-06-19,
4420,Kathleen Wilhoite,1964-06-29,
4421,Kathryn Bigelow,1951-11-27,
4422,Kathryn Erbe,1965-07-05,
4423,Kathryn Joosten,1939-12-20,2012-06-02
4424,Kathryn Morris,1969-01-28,
4425,Kathy Baker,1950-06-08,
4426,Kathy Griffin,1960-11-04,
4427,Kathy Uyen,1981-04-28,
4428,Kati Outinen,1961-08-17,
4429,Katia Winter,1983-10-13,
4430,Katie Aselton,1978-10-01,
4431,Katie Leclerc,1986-11-06,
4432,Katie Lowes,,
4433,Katja von Garnier,1966-12-15,
4434,Katrina Bowden,1988-09-19,
4435,Katrina Kaif,1984-07-16,
4436,Katrina Law,1985-09-30,
4437,Katsuhiro Ôtomo,1954-04-14,
4438,Katt Shea,,
4439,Katt Williams,,
4440,Katy Helvenston-Wettengal,,
4441,Katy Jurado,1924-01-16,2002-07-05
4442,Katy Mixon,1981-03-30,
4443,Kay Panabaker,1990-05-02,
4444,Kay Pollak,1938-05-21,
4445,Kayden Kross,1985-09-15,
4446,Kayla Ewell,1985-08-27,
4447,Kayla Jackson,,
4448,Kayla Raparelli,,
4449,Kaylee DeFer,1986-09-23,
4450,Kayvan Novak,1978-11-23,
4451,Kazunari Ninomiya,1983-06-17,
4452,Keanu Reeves,1964-09-02,
4453,Keegan Connor Tracy,1971-12-03,
4454,Keegan-Michael Key,1971-03-22,
4455,Keeley Hawes,1976-02-10,
4456,Keenan Tracey,,
4457,Keenan Wynn,1916-07-27,1986-10-14
4458,Keenen Ivory Wayans,1958-06-08,
4459,Keir Dullea,1936-05-30,
4460,Keir O'Donnell,1978-11-08,
4461,Keisha Castle-Hughes,1990-03-24,
4462,Keith Allen,1953-09-02,
4463,Keith Carradine,1949-08-08,
4464,Keith Gordon,1919-05-26,1989-09-10
4465,Keith Hudson,,
4466,Keith Parmer,,
4467,Keith Richards,1943-12-18,
4468,Kel O'Neill,,
4469,Kelen Coleman,,
4470,Kelli Barrett,1984-01-26,
4471,Kelli Garner,1984-04-11,
4472,Kelli Williams,1970-06-08,
4473,Kellie Martin,1975-10-16,
4474,Kelly Asbury,1960-01-15,
4475,Kelly Brook,1979-11-23,
4476,Kelly Carlson,1976-02-17,
4477,Kelly Clarkson,1982-04-24,
4478,Kelly Jo Minter,1966-09-24,
4479,Kelly Keaton,,
4480,Kelly LeBrock,1960-03-24,
4481,Kelly Lin,1975-10-29,
4482,Kelly Lynch,1959-01-31,
4483,Kelly Macdonald,1976-02-23,
4484,Kelly Makin,,
4485,Kelly Paterniti,1987-12-06,
4486,Kelly Preston,1962-10-13,
4487,Kelly Reichardt,,
4488,Kelly Reno,1966-06-19,
4489,Kelly Ripa,1970-10-02,
4490,Kelly Rowan,1965-10-26,
4491,Kelly Rutherford,1968-11-06,
4492,Kelsey Grammer,1955-02-21,
4493,Kelvin Han Yee,,
4494,Kelvin Taylor,1985-01-18,
4495,Ken Annakin,1914-08-10,2009-04-22
4496,Ken Arnold,,
4497,Ken Bevel,,
4498,Ken Burns,1953-07-29,
4499,Ken Davis,,
4500,Ken Davitian,1953-06-19,
4501,Ken Del Conte,1941-11-02,
4502,Ken Foree,1948-02-29,
4503,Ken Howard,1944-03-28,2016-03-23
4504,Ken Kwapis,1957-08-17,
4505,Ken Leung,1970-01-21,
4506,Ken Loach,1936-06-17,
4507,Ken Marino,1968-12-19,
4508,Ken Roht,,
4509,Ken Sansom,1927-04-02,2012-10-08
4510,Ken Scott,,
4511,Ken Shapiro,,
4512,Ken Siu,,
4513,Ken Takakura,1931-02-16,2014-11-10
4514,Kenan Thompson,1978-05-10,
4515,Kendrick Cross,1971-05-01,
4516,Kendyl Joi,,
4517,Kenneth Branagh,1960-12-10,
4518,Kenneth Colley,1937-12-07,
4519,Kenneth Cranham,1944-12-12,
4520,Kenneth Johnson,,
4521,Kenneth Lonergan,1962-10-16,
4522,Kenneth Mars,1935-04-04,2011-02-12
4523,Kenneth Mitchell,,
4524,Kenneth Nkosi,,
4525,Kenneth Tobey,1917-03-23,2002-12-22
4526,Kenneth Williams,1966-11-22,
4527,Kenny Baker,1969-07-30,
4528,Kenny Johnston,1968-08-07,
4529,Kenny Ortega,1950-04-18,
4530,Kent Alterman,,
4531,Kent McCord,1942-09-26,
4532,Keram Malicki-Sánchez,1974-05-14,
4533,Keri Lynn Pratt,1978-09-23,
4534,Keri Maletto,1977-12-26,
4535,Kerr Smith,1972-03-09,
4536,Kerry Bishé,,
4537,Kerry Cahill,,
4538,Kerry Condon,1983-01-04,
4539,Kerry Conran,1964-11-06,
4540,Keshia Knight Pulliam,1979-04-09,
4541,Kesun Loder,1993-05-22,
4542,Kevin Alejandro,1976-04-07,
4543,Kevin Allen,1962-09-15,
4544,Kevin Bray,1965-08-19,
4545,Kevin Breznahan,1968-11-24,
4546,Kevin Brodie,1952-05-31,
4547,Kevin Brown,,
4548,Kevin Carraway,,
4549,Kevin Chamberlin,1963-11-25,
4550,Kevin Clash,1960-09-17,
4551,Kevin Connolly,1974-03-05,
4552,Kevin Corrigan,1969-03-27,
4553,Kevin Costner,1955-01-18,
4554,Kevin Dillon,1965-08-19,
4555,Kevin Donovan,,
4556,Kevin Dunn,1956-08-24,
4557,Kevin G. Schmidt,1988-08-16,
